post_id,platform,content_type,topic,language,region,post_datetime,hashtags,views,likes,comments,shares,engagement_rate,sentiment_score,is_viral
SM_100935,YouTube Shorts,text,Lifestyle,hi,US,2024-01-12 00:00:00,#trending #news,591240,49270,35015,80202,0.2782,0.404,0
SM_100936,TikTok,text,Lifestyle,hi,Pakistan,2024-11-09 00:00:00,#funny #ai #trending,1625304,270884,34721,91058,0.2441,-0.176,0
SM_100937,YouTube Shorts,carousel,Entertainment,ur,India,2024-11-29 00:00:00,#music #fyp #tech,3744500,187225,1925,43938,0.0622,0.89,1
SM_100938,X,video,Technology,es,Pakistan,2024-02-21 00:00:00,#viral #tech,4445265,404115,5557,28917,0.0987,-0.714,1
SM_100939,Instagram,text,Sports,ur,Brazil,2024-12-22 00:00:00,#tech #music #funny,4166989,245117,6165,61511,0.0751,-0.216,1
SM_100940,Instagram,image,Politics,hi,India,2024-04-12 00:00:00,#music #viral #funny,4051236,192916,15815,5127,0.0528,0.903,1
SM_100941,X,video,Technology,es,Pakistan,2024-06-24 00:00:00,#funny #tech #news,4380,292,36418,12817,11.3075,-0.862,0
SM_100942,X,carousel,Technology,en,UK,2024-06-26 00:00:00,#ai #fyp,1276000,51040,32135,40143,0.0966,-0.556,0
SM_100943,X,video,Entertainment,es,Pakistan,2024-11-11 00:00:00,#funny #viral #tech #trending,5193001,179069,30080,9360,0.0421,0.463,1
SM_100944,X,video,Entertainment,fr,India,2024-11-10 00:00:00,#ai #music,548028,42156,33277,14672,0.1644,-0.03,0
SM_100945,Instagram,carousel,Technology,ur,Brazil,2024-10-13 00:00:00,#music #ai #fyp,792972,44054,6778,95431,0.1844,0.021,0
SM_100946,Instagram,text,Lifestyle,hi,US,2024-07-19 00:00:00,#viral #music,3438658,180982,37830,94637,0.0912,-0.067,1
SM_100947,YouTube Shorts,video,Entertainment,es,Brazil,2024-08-10 00:00:00,#viral #fyp #news #ai,2012600,69400,43954,37406,0.0749,0.607,1
SM_100948,YouTube Shorts,carousel,Politics,ur,US,2024-04-17 00:00:00,#ai #viral,2095368,174614,41158,77536,0.14,0.755,1
SM_100949,X,carousel,Education,en,US,2024-05-16 00:00:00,#funny #news,34356,2863,27379,55481,2.4951,0.936,0
SM_100950,X,video,Politics,es,US,2024-09-15 00:00:00,#ai #fyp,3286059,156479,30840,11065,0.0604,-0.852,1
SM_100951,YouTube Shorts,image,Politics,es,India,2024-07-31 00:00:00,#trending #viral #ai,11472578,441253,6481,51757,0.0435,-0.133,1
SM_100952,YouTube Shorts,text,Politics,es,US,2024-07-29 00:00:00,#trending #fyp #viral,6738410,481315,45281,33403,0.0831,-0.358,1
SM_100953,X,carousel,Technology,ur,US,2024-12-15 00:00:00,#tech #news,957576,79798,49159,73934,0.2119,-0.863,0
SM_100954,TikTok,text,Politics,fr,Pakistan,2024-10-15 00:00:00,#funny #viral #music #news #ai,6946584,289441,22015,24124,0.0483,-0.909,1
SM_100955,Instagram,text,Sports,hi,India,2024-04-28 00:00:00,#funny #fyp,5891550,392770,43631,8027,0.0754,0.663,1
SM_100956,YouTube Shorts,carousel,Sports,en,Pakistan,2024-09-08 00:00:00,#viral #funny,1040466,173411,47669,48009,0.2586,0.546,0
SM_100957,Instagram,image,Politics,es,Brazil,2024-12-12 00:00:00,#news #trending #music,4089432,340786,48541,92068,0.1177,-0.148,1
SM_100958,Instagram,carousel,Technology,hi,Pakistan,2024-07-01 00:00:00,#tech #viral #trending #fyp,4289389,252317,34665,68976,0.083,-0.3,1
SM_100959,Instagram,text,Lifestyle,en,India,2024-05-10 00:00:00,#trending #fyp #ai #funny #music,9495423,452163,11582,77300,0.057,-0.971,1
SM_100960,TikTok,text,Sports,ur,Pakistan,2024-09-26 00:00:00,#fyp #music #ai #tech #viral,4204882,382262,24260,41004,0.1064,0.325,1
SM_100961,YouTube Shorts,image,Education,es,UK,2024-11-03 00:00:00,#trending #ai #tech,3504522,166882,34698,35741,0.0677,-0.484,1
SM_100962,YouTube Shorts,text,Entertainment,es,Brazil,2024-08-28 00:00:00,#music #ai #funny #news,2236944,279618,11143,81472,0.1664,0.705,1
SM_100963,X,image,Entertainment,en,Brazil,2024-12-16 00:00:00,#viral #funny,1406336,87896,26074,56234,0.121,-0.052,0
SM_100964,TikTok,image,Lifestyle,fr,UK,2024-01-26 00:00:00,#music #trending #tech #funny,7605440,380272,39183,32822,0.0595,-0.595,1
SM_100965,Instagram,text,Education,hi,UK,2024-11-17 00:00:00,#ai #tech #viral #news,7749246,455838,38717,64552,0.0721,-0.57,1
SM_100966,X,image,Technology,ur,Pakistan,2024-06-12 00:00:00,#funny #music #fyp,2776718,198337,10978,6860,0.0779,0.014,1
SM_100967,Instagram,image,Entertainment,hi,UK,2024-04-28 00:00:00,#music #ai #news,1396524,232754,21844,27217,0.2018,-0.733,0
SM_100968,X,carousel,Sports,hi,India,2024-10-07 00:00:00,#news #viral #tech,1091684,49622,33630,4887,0.0807,0.917,0
SM_100969,X,video,Education,es,US,2024-02-19 00:00:00,#news #viral #tech #funny,7051524,243156,16772,28454,0.0409,-0.472,1
SM_100970,Instagram,video,Politics,es,US,2024-08-10 00:00:00,#ai #fyp #funny,2225965,445193,12231,93406,0.2475,0.057,1
SM_100971,X,carousel,Entertainment,ur,UK,2024-06-13 00:00:00,#music #trending #tech #ai,8664246,481347,37024,44949,0.065,-0.563,1
SM_100972,YouTube Shorts,text,Technology,fr,UK,2024-09-10 00:00:00,#music #fyp #tech,5317858,379847,27531,73494,0.0904,0.324,1
SM_100973,Instagram,video,Sports,en,India,2024-09-08 00:00:00,#trending #news #tech,13306950,492850,43400,24032,0.0421,0.967,1
SM_100974,TikTok,video,Sports,es,US,2024-04-02 00:00:00,#music #funny #trending #fyp #viral,3373587,374843,25944,49146,0.1334,0.496,1
SM_100975,X,image,Entertainment,hi,Pakistan,2024-02-25 00:00:00,#music #ai #fyp #funny,2049300,409860,15904,29064,0.2219,-0.072,1
SM_100976,TikTok,carousel,Technology,hi,Pakistan,2024-07-31 00:00:00,#viral #news,9487825,379513,1098,80765,0.0486,0.777,1
SM_100977,X,carousel,Education,en,Pakistan,2024-06-13 00:00:00,#ai #news #viral #trending #music,13007736,464562,42505,19260,0.0405,0.716,1
SM_100978,TikTok,video,Lifestyle,ur,UK,2024-12-21 00:00:00,#tech #trending #music,9741844,347923,2108,65902,0.0427,-0.349,1
SM_100979,TikTok,carousel,Entertainment,ur,Pakistan,2024-10-07 00:00:00,#trending #fyp #viral #tech,5988352,352256,12747,12392,0.063,0.651,1
SM_100980,YouTube Shorts,carousel,Sports,hi,India,2024-10-02 00:00:00,#viral #funny #trending #ai,488185,97637,15628,67915,0.3711,0.153,0
SM_100981,Instagram,video,Sports,hi,Brazil,2024-02-28 00:00:00,#viral #tech #trending,10362072,431753,35508,96283,0.0544,0.806,1
SM_100982,YouTube Shorts,text,Politics,hi,Brazil,2024-05-26 00:00:00,#fyp #music #funny,5978560,427040,9311,14909,0.0755,-0.989,1
SM_100983,X,image,Entertainment,en,Pakistan,2024-02-08 00:00:00,#viral #funny,469720,23486,46759,28303,0.2098,-0.178,0
SM_100984,Instagram,carousel,Technology,es,Brazil,2024-09-17 00:00:00,#tech #trending #news #music,8139700,325588,35623,76235,0.0537,0.567,1
SM_100985,YouTube Shorts,video,Politics,hi,Brazil,2024-02-11 00:00:00,#trending #tech #funny #ai #music,1598360,79918,49058,14335,0.0897,-0.376,0
SM_100986,X,image,Sports,en,UK,2024-11-27 00:00:00,#funny #tech #news #viral #trending,9377478,426249,43474,33688,0.0537,0.412,1
SM_100987,X,image,Entertainment,en,US,2024-04-08 00:00:00,#music #tech,4911750,327450,30931,36608,0.0804,-0.989,1
SM_100988,YouTube Shorts,carousel,Lifestyle,ur,India,2024-01-17 00:00:00,#funny #music,6364150,254566,46292,86725,0.0609,-0.195,1
SM_100989,TikTok,text,Technology,hi,US,2024-06-15 00:00:00,#news #trending,8959834,389558,10781,98372,0.0557,-0.115,1
SM_100990,YouTube Shorts,image,Education,en,US,2024-09-10 00:00:00,#music #trending #news,802560,33440,39855,56985,0.1623,0.139,0
SM_100991,YouTube Shorts,video,Technology,hi,UK,2024-08-04 00:00:00,#funny #fyp #trending #music #tech,201492,11194,22428,33419,0.3327,-0.257,0
SM_100992,TikTok,carousel,Technology,fr,Pakistan,2024-03-05 00:00:00,#funny #news #ai #tech,8850584,384808,3267,70533,0.0518,-0.114,1
SM_100993,Instagram,carousel,Sports,es,Pakistan,2024-11-17 00:00:00,#viral #funny #fyp #news #tech,637497,30357,14216,95990,0.2205,-0.078,0
SM_100994,TikTok,text,Politics,en,Brazil,2024-07-06 00:00:00,#funny #music #tech #news,7246215,483081,14237,25614,0.0722,0.898,1
SM_100995,X,carousel,Education,hi,Pakistan,2024-06-08 00:00:00,#ai #funny #viral,7621952,293152,19615,46647,0.0472,-0.254,1
SM_100996,X,image,Sports,ur,India,2024-12-23 00:00:00,#music #tech,2323698,178746,25520,36183,0.1035,0.289,1
SM_100997,Instagram,text,Sports,es,India,2024-03-26 00:00:00,#funny #viral #tech #news #ai,271432,19388,13293,29878,0.2305,0.109,0
SM_100998,Instagram,text,Politics,hi,UK,2024-04-23 00:00:00,#funny #music,9278764,488356,6987,39105,0.0576,-0.592,1
SM_100999,YouTube Shorts,carousel,Lifestyle,es,UK,2024-12-06 00:00:00,#viral #ai #fyp #funny,8648059,455161,9946,61170,0.0609,-0.094,1
SM_101000,X,text,Entertainment,fr,UK,2024-04-14 00:00:00,#news #viral #music #tech,1318262,59921,21138,44436,0.0952,0.558,0
SM_101001,X,carousel,Entertainment,hi,UK,2024-04-02 00:00:00,#funny #fyp,4036152,336346,7231,86796,0.1066,0.606,1
SM_101002,YouTube Shorts,video,Politics,fr,US,2024-07-06 00:00:00,#viral #fyp,12595996,449857,47274,68227,0.0449,0.907,1
SM_101003,Instagram,video,Politics,es,Pakistan,2024-10-17 00:00:00,#music #news #ai,2152752,102512,19409,25381,0.0684,-0.446,1
SM_101004,X,text,Sports,es,UK,2024-02-29 00:00:00,#trending #viral #music #news,2947184,184199,23994,24520,0.079,-0.29,1
SM_101005,Instagram,video,Technology,en,India,2024-04-28 00:00:00,#trending #fyp #viral #news #music,5643180,470265,15000,23560,0.0902,-0.538,1
SM_101006,TikTok,carousel,Education,ur,Brazil,2024-04-27 00:00:00,#news #trending,2354400,98100,21124,51540,0.0725,-0.507,1
SM_101007,TikTok,image,Education,ur,Brazil,2024-12-30 00:00:00,#tech #viral #news #ai,281787,25617,13122,22251,0.2164,0.003,0
SM_101008,Instagram,carousel,Sports,fr,Brazil,2024-10-31 00:00:00,#funny #tech #ai #music,9687640,484382,1267,54200,0.0557,-0.249,1
SM_101009,X,text,Entertainment,en,Pakistan,2024-11-27 00:00:00,#funny #fyp #ai #viral #news,1375218,105786,22620,3328,0.0958,0.994,0
SM_101010,X,video,Technology,en,Brazil,2024-12-26 00:00:00,#viral #ai #news,4696920,173960,16853,46831,0.0506,0.238,1
SM_101011,Instagram,text,Education,es,Brazil,2024-12-21 00:00:00,#news #ai #funny #music,7691652,427314,27235,9077,0.0603,-0.329,1
SM_101012,YouTube Shorts,image,Politics,es,Pakistan,2024-11-22 00:00:00,#viral #fyp #funny,8201592,390552,5755,78769,0.0579,0.705,1
SM_101013,Instagram,video,Education,ur,India,2024-08-27 00:00:00,#tech #fyp #music #ai,7657362,425409,25505,87955,0.0704,-0.229,1
SM_101014,X,text,Entertainment,ur,Pakistan,2024-01-11 00:00:00,#music #ai #news #funny #tech,2887806,481301,17483,35180,0.1849,-0.05,1
SM_101015,TikTok,text,Technology,hi,Brazil,2024-06-18 00:00:00,#trending #ai #fyp,2811942,200853,32106,2776,0.0838,-0.85,1
SM_101016,Instagram,text,Politics,es,Brazil,2024-10-31 00:00:00,#news #music #fyp #trending #ai,12735466,439154,19544,57125,0.0405,0.936,1
SM_101017,Instagram,image,Lifestyle,fr,US,2024-05-13 00:00:00,#news #viral #music,5014953,185739,37104,75832,0.0596,0.597,1
SM_101018,TikTok,image,Lifestyle,en,India,2024-06-01 00:00:00,#tech #ai,9869020,352465,49348,25480,0.0433,-0.741,1
SM_101019,Instagram,video,Sports,en,Brazil,2024-12-18 00:00:00,#ai #music,3966032,495754,44576,15409,0.1401,0.348,1
SM_101020,Instagram,image,Politics,en,US,2024-03-26 00:00:00,#funny #music #tech #fyp #trending,7243470,278595,4136,44826,0.0452,0.796,1
SM_101021,Instagram,video,Politics,es,UK,2024-04-15 00:00:00,#music #fyp,8413132,300469,38852,12454,0.0418,-0.69,1
SM_101022,Instagram,video,Education,fr,India,2024-07-12 00:00:00,#viral #trending #funny,11046942,409146,47898,44674,0.0454,0.413,1
SM_101023,Instagram,image,Politics,ur,Pakistan,2024-08-01 00:00:00,#funny #fyp #ai,1210905,134545,10340,23742,0.1393,-0.043,0
SM_101024,YouTube Shorts,video,Technology,es,India,2024-12-11 00:00:00,#fyp #news #tech,2974122,165229,1452,19584,0.0626,-0.377,1
SM_101025,X,video,Education,en,UK,2024-03-27 00:00:00,#funny #fyp #ai #trending,10340757,382991,19572,79676,0.0466,-0.835,1
SM_101026,X,image,Politics,hi,US,2024-05-18 00:00:00,#tech #funny #viral #news #fyp,13878066,478554,25571,73194,0.0416,0.43,1
SM_101027,Instagram,image,Education,ur,India,2024-10-05 00:00:00,#news #music #funny #ai #trending,4287128,252184,41190,92950,0.0901,-0.306,1
SM_101028,TikTok,image,Technology,fr,Pakistan,2024-01-03 00:00:00,#fyp #trending,8005346,421334,45996,73617,0.0676,-0.602,1
SM_101029,TikTok,text,Education,hi,Brazil,2024-07-31 00:00:00,#trending #tech,2210442,170034,21163,43857,0.1063,0.881,1
SM_101030,X,carousel,Education,fr,India,2024-03-29 00:00:00,#tech #fyp #ai,5558541,326973,28383,54354,0.0737,0.483,1
SM_101031,Instagram,carousel,Entertainment,ur,UK,2024-04-29 00:00:00,#ai #tech #funny,726902,66082,36688,17619,0.1656,-0.766,0
SM_101032,TikTok,carousel,Entertainment,ur,US,2024-12-12 00:00:00,#funny #fyp,4095873,151699,23574,11152,0.0455,0.397,1
SM_101033,TikTok,image,Technology,es,Pakistan,2024-07-18 00:00:00,#trending #tech #music,561918,33054,47453,35304,0.2061,0.78,0
SM_101034,X,image,Sports,ur,Brazil,2024-09-22 00:00:00,#trending #music #viral #tech,10600332,460884,1257,71046,0.0503,0.472,1
SM_101035,TikTok,video,Lifestyle,es,India,2024-08-07 00:00:00,#funny #trending #fyp #news,8899878,342303,1886,33038,0.0424,-0.54,1
SM_101036,YouTube Shorts,text,Education,es,UK,2024-02-01 00:00:00,#news #tech #ai,3649322,214666,46156,48921,0.0849,0.323,1
SM_101037,X,image,Politics,fr,Brazil,2024-01-31 00:00:00,#ai #trending,13262844,473673,3267,66982,0.041,-0.629,1
SM_101038,TikTok,image,Entertainment,es,UK,2024-05-25 00:00:00,#news #tech #music #ai #fyp,5741393,337729,23968,50819,0.0718,-0.187,1
SM_101039,X,text,Technology,en,Pakistan,2024-05-20 00:00:00,#trending #tech #ai #fyp #music,5908068,492339,8602,63910,0.0956,0.118,1
SM_101040,YouTube Shorts,video,Lifestyle,fr,Pakistan,2024-07-10 00:00:00,#viral #news #tech #trending #ai,2278759,325537,47293,25806,0.1749,0.878,1
SM_101041,Instagram,text,Entertainment,hi,Brazil,2024-10-31 00:00:00,#music #viral #ai #funny #news,5802783,276323,49855,72780,0.0688,0.459,1
SM_101042,YouTube Shorts,carousel,Politics,hi,India,2024-09-09 00:00:00,#fyp #trending #funny #viral #tech,10627584,442816,12105,57022,0.0482,0.346,1
SM_101043,YouTube Shorts,carousel,Sports,es,US,2024-02-25 00:00:00,#viral #news,4864300,194572,26915,29438,0.0516,0.748,1
SM_101044,X,text,Technology,ur,India,2024-09-01 00:00:00,#funny #music #fyp #viral #ai,1208912,151114,20867,11670,0.1519,-0.999,0
SM_101045,X,image,Education,ur,Brazil,2024-10-21 00:00:00,#trending #tech #music,5735562,273122,2990,97906,0.0652,0.255,1
SM_101046,Instagram,video,Politics,en,India,2024-08-22 00:00:00,#ai #music,743808,92976,341,42934,0.1832,-0.083,0
SM_101047,YouTube Shorts,image,Politics,ur,Pakistan,2024-06-15 00:00:00,#viral #funny,1191768,99314,48405,16280,0.1376,0.841,0
SM_101048,X,video,Politics,hi,Brazil,2024-11-28 00:00:00,#fyp #viral #news #tech #trending,1034688,86224,40219,77486,0.1971,-0.585,0
SM_101049,Instagram,text,Lifestyle,fr,US,2024-07-04 00:00:00,#funny #ai #tech,8000013,470589,1139,76475,0.0685,-0.064,1
SM_101050,TikTok,text,Lifestyle,ur,India,2024-04-03 00:00:00,#news #tech,9698960,484948,41120,71129,0.0616,0.231,1
SM_101051,YouTube Shorts,text,Lifestyle,hi,Pakistan,2024-02-22 00:00:00,#fyp #trending #tech,4361805,207705,33494,56831,0.0683,0.408,1
SM_101052,X,image,Lifestyle,en,Pakistan,2024-08-07 00:00:00,#funny #music,8775648,487536,39524,49650,0.0657,0.655,1
SM_101053,TikTok,carousel,Education,en,India,2024-08-24 00:00:00,#tech #music #ai #funny,5807600,232304,29871,30677,0.0504,-0.909,1
SM_101054,Instagram,video,Lifestyle,fr,Brazil,2024-10-21 00:00:00,#music #trending #tech #funny #viral,9473628,498612,27564,72308,0.0632,0.821,1
SM_101055,TikTok,video,Entertainment,es,Pakistan,2024-09-10 00:00:00,#viral #ai #funny #trending #news,10251711,379693,36208,78389,0.0482,0.253,1
SM_101056,Instagram,image,Politics,es,Pakistan,2024-10-17 00:00:00,#ai #viral #fyp #funny,1584141,121857,1853,31028,0.0977,0.678,0
SM_101057,TikTok,video,Politics,fr,India,2024-07-04 00:00:00,#viral #news #funny,2259420,150628,9264,35555,0.0865,-0.102,1
SM_101058,Instagram,image,Education,fr,US,2024-04-14 00:00:00,#funny #trending #ai #music,1112860,222572,36644,63628,0.2901,0.547,0
SM_101059,Instagram,video,Lifestyle,es,Brazil,2024-06-04 00:00:00,#fyp #music #viral #news #funny,3360192,210012,27532,57416,0.0878,-0.24,1
SM_101060,X,text,Lifestyle,hi,Brazil,2024-11-30 00:00:00,#funny #music #tech #viral,3491685,232779,16066,58227,0.0879,0.137,1
SM_101061,X,image,Politics,es,Brazil,2024-02-13 00:00:00,#ai #fyp #tech #funny #trending,2840050,113602,22805,75477,0.0746,0.67,1
SM_101062,TikTok,carousel,Education,hi,US,2024-04-19 00:00:00,#viral #news,10309970,468635,37258,45398,0.0535,-0.364,1
SM_101063,X,video,Education,hi,Brazil,2024-11-25 00:00:00,#funny #news #fyp,4062240,156240,196,90611,0.0608,-0.825,1
SM_101064,X,carousel,Sports,hi,UK,2024-02-21 00:00:00,#viral #funny #trending #music,5560620,370708,20711,13683,0.0729,-0.415,1
SM_101065,X,image,Technology,en,Pakistan,2024-07-31 00:00:00,#funny #music #news #fyp #viral,2694048,224504,23671,58818,0.114,0.866,1
SM_101066,TikTok,image,Education,en,Brazil,2024-12-04 00:00:00,#fyp #funny,4963830,496383,10239,57617,0.1137,0.357,1
SM_101067,Instagram,video,Education,es,US,2024-03-26 00:00:00,#news #trending #fyp #viral #music,5199795,192585,1056,75302,0.0517,0.199,1
SM_101068,YouTube Shorts,image,Sports,ur,Pakistan,2024-09-02 00:00:00,#fyp #trending #ai,9447459,449879,32328,44758,0.0558,-0.437,1
SM_101069,X,image,Politics,fr,Brazil,2024-10-04 00:00:00,#funny #tech #trending #music #news,9336033,444573,29969,308,0.0509,0.412,1
SM_101070,X,image,Lifestyle,en,UK,2024-11-27 00:00:00,#tech #fyp #viral #funny,267638,38234,27328,71763,0.5131,-0.715,0
SM_101071,Instagram,carousel,Lifestyle,hi,Brazil,2024-11-10 00:00:00,#funny #music #news #ai,1135495,227099,14335,70428,0.2746,-0.822,0
SM_101072,TikTok,video,Education,en,India,2024-10-20 00:00:00,#music #fyp #funny,5110404,425867,10853,55756,0.0964,0.878,1
SM_101073,YouTube Shorts,image,Politics,ur,Pakistan,2024-03-14 00:00:00,#trending #funny #tech #news,3775824,235989,48008,20390,0.0806,-0.67,1
SM_101074,X,video,Entertainment,hi,US,2024-07-16 00:00:00,#music #ai,8572564,306163,16572,3359,0.038,-0.317,1
SM_101075,X,carousel,Lifestyle,hi,US,2024-05-10 00:00:00,#funny #tech #music,1453872,207696,40451,97058,0.2374,-0.507,0
SM_101076,TikTok,video,Sports,en,Brazil,2024-02-19 00:00:00,#fyp #funny #news #music #trending,726765,55905,31354,76778,0.2257,0.502,0
SM_101077,TikTok,video,Sports,es,Brazil,2024-08-12 00:00:00,#trending #funny #ai,2523381,360483,44046,31955,0.173,-0.411,1
SM_101078,X,text,Education,ur,US,2024-12-22 00:00:00,#fyp #viral #ai #trending #funny,4586526,218406,19743,10704,0.0543,-0.986,1
SM_101079,X,text,Entertainment,fr,Pakistan,2024-04-21 00:00:00,#trending #music #funny #tech #fyp,3089136,193071,12397,44725,0.081,-0.178,1
SM_101080,TikTok,carousel,Sports,ur,Brazil,2024-02-03 00:00:00,#news #ai #viral,5908078,268549,32731,18783,0.0542,0.791,1
SM_101081,Instagram,text,Entertainment,fr,US,2024-08-11 00:00:00,#music #trending,2441740,122087,20571,67767,0.0862,-0.457,1
SM_101082,YouTube Shorts,video,Politics,es,US,2024-04-15 00:00:00,#news #viral #fyp #funny,1746724,249532,26182,4766,0.1606,-0.316,0
SM_101083,TikTok,image,Entertainment,hi,Pakistan,2024-02-25 00:00:00,#trending #news #viral,2680224,111676,29528,71089,0.0792,-0.76,1
SM_101084,TikTok,video,Entertainment,fr,UK,2024-08-12 00:00:00,#news #music #fyp,6451992,268833,34817,93665,0.0616,-0.424,1
SM_101085,Instagram,carousel,Education,hi,India,2024-10-09 00:00:00,#tech #viral #fyp #trending,1681668,93426,40958,65786,0.119,0.192,0
SM_101086,TikTok,image,Technology,hi,US,2024-05-11 00:00:00,#trending #news #tech,728028,26001,23581,31509,0.1114,-0.767,0
SM_101087,YouTube Shorts,text,Technology,fr,Pakistan,2024-07-04 00:00:00,#viral #news,5570080,278504,35445,95083,0.0734,-0.564,1
SM_101088,Instagram,carousel,Sports,es,US,2024-03-13 00:00:00,#music #tech #viral #news #trending,4315050,172602,1992,25106,0.0463,0.642,1
SM_101089,Instagram,text,Entertainment,ur,India,2024-06-05 00:00:00,#fyp #tech #music #news #funny,2313871,330553,45932,75415,0.1953,-0.178,1
SM_101090,X,carousel,Entertainment,hi,Pakistan,2024-02-07 00:00:00,#music #viral,1698588,141549,7352,33777,0.1075,0.653,0
SM_101091,Instagram,carousel,Lifestyle,hi,India,2024-07-25 00:00:00,#music #funny #news #ai #viral,5651616,332448,20676,55162,0.0722,-0.849,1
SM_101092,YouTube Shorts,carousel,Politics,hi,US,2024-03-27 00:00:00,#fyp #music,6660872,391816,47164,20923,0.069,0.17,1
SM_101093,YouTube Shorts,text,Entertainment,ur,UK,2024-05-08 00:00:00,#funny #ai #music #viral #trending,6784800,339240,16973,30267,0.057,0.567,1
SM_101094,Instagram,video,Politics,hi,Pakistan,2024-04-22 00:00:00,#trending #viral #ai,6517232,407327,2871,5899,0.0638,-0.793,1
SM_101095,YouTube Shorts,carousel,Technology,ur,India,2024-11-24 00:00:00,#fyp #funny #news #tech,1986780,165565,10961,50043,0.114,-0.407,0
SM_101096,X,image,Lifestyle,hi,UK,2024-03-21 00:00:00,#viral #music,4652960,357920,41696,69498,0.1008,-0.936,1
SM_101097,X,image,Lifestyle,fr,US,2024-03-28 00:00:00,#viral #news,5579559,293661,22489,83640,0.0717,-0.711,1
SM_101098,YouTube Shorts,image,Politics,hi,US,2024-07-09 00:00:00,#tech #funny #music #viral #ai,11252020,432770,1592,54711,0.0435,-0.547,1
SM_101099,Instagram,video,Lifestyle,fr,US,2024-03-10 00:00:00,#fyp #news #music #viral,9805770,338130,18821,85825,0.0452,0.155,1
SM_101100,Instagram,text,Lifestyle,fr,Pakistan,2024-12-06 00:00:00,#news #funny #ai #trending,6357723,334617,34222,20885,0.0613,0.641,1
SM_101101,Instagram,carousel,Technology,fr,UK,2024-09-26 00:00:00,#fyp #ai #tech #trending,4766900,238345,43623,83949,0.0768,-0.275,1
SM_101102,Instagram,video,Politics,en,Brazil,2024-04-03 00:00:00,#trending #fyp #news #ai,3686450,216850,37397,59994,0.0852,-0.831,1
SM_101103,Instagram,text,Sports,es,Pakistan,2024-01-13 00:00:00,#news #fyp,787720,78772,594,86445,0.2105,0.131,0
SM_101104,TikTok,carousel,Technology,fr,Brazil,2024-07-15 00:00:00,#fyp #music #tech #viral #funny,4506211,237169,42227,49224,0.0729,0.647,1
SM_101105,X,video,Education,es,India,2024-04-04 00:00:00,#funny #music #news #viral #ai,9622350,384894,49425,75505,0.053,-0.592,1
SM_101106,X,carousel,Politics,fr,Brazil,2024-07-10 00:00:00,#tech #fyp #music #ai #trending,2949387,140447,28682,13270,0.0618,-0.158,1
SM_101107,X,video,Education,fr,UK,2024-02-18 00:00:00,#trending #funny #ai,6835128,284797,24371,44037,0.0517,-0.5,1
SM_101108,Instagram,image,Entertainment,en,US,2024-03-06 00:00:00,#ai #tech #music,10152340,461470,30148,29426,0.0513,-0.336,1
SM_101109,Instagram,carousel,Politics,fr,Brazil,2024-02-17 00:00:00,#viral #funny #music #news,92956,5468,4626,58830,0.7415,-0.552,0
SM_101110,Instagram,text,Education,en,Pakistan,2024-06-06 00:00:00,#tech #music #viral #funny #news,674521,29327,43899,7567,0.1198,0.547,0
SM_101111,TikTok,text,Technology,hi,US,2024-06-24 00:00:00,#funny #tech,8576442,408402,17392,27043,0.0528,0.296,1
SM_101112,YouTube Shorts,image,Entertainment,fr,US,2024-08-09 00:00:00,#news #trending #viral,2989900,149495,18024,75427,0.0813,-0.906,1
SM_101113,TikTok,video,Lifestyle,es,US,2024-06-02 00:00:00,#tech #trending,3401673,309243,22913,61585,0.1157,-0.489,1
SM_101114,YouTube Shorts,image,Entertainment,en,India,2024-03-19 00:00:00,#viral #funny #trending #fyp,1352992,169124,35175,37664,0.1788,-0.174,0
SM_101115,Instagram,video,Technology,hi,US,2024-08-04 00:00:00,#trending #funny,1611909,179101,9348,76174,0.1642,-0.86,0
SM_101116,TikTok,video,Education,ur,Pakistan,2024-05-09 00:00:00,#music #tech,3565460,178273,3912,99112,0.0789,0.655,1
SM_101117,X,video,Education,fr,Pakistan,2024-02-09 00:00:00,#trending #music #news #tech #funny,3295025,193825,13704,91420,0.0907,0.42,1
SM_101118,YouTube Shorts,text,Education,es,UK,2024-01-28 00:00:00,#funny #music #news,3120936,111462,49914,28808,0.0609,0.937,1
SM_101119,X,image,Politics,ur,US,2024-09-14 00:00:00,#news #funny,1014050,59650,14541,3559,0.0767,0.673,0
SM_101120,TikTok,carousel,Sports,hi,India,2024-04-03 00:00:00,#funny #music #trending #ai,4302150,187050,36348,58220,0.0655,-0.241,1
SM_101121,Instagram,text,Lifestyle,hi,Brazil,2024-05-13 00:00:00,#funny #fyp #tech #viral #trending,3515456,251104,39892,53219,0.0979,-0.37,1
SM_101122,TikTok,image,Politics,en,Brazil,2024-02-01 00:00:00,#trending #viral #music #tech,3953191,359381,38089,81781,0.1212,0.463,1
SM_101123,Instagram,carousel,Sports,hi,Pakistan,2024-05-30 00:00:00,#music #funny #viral #fyp,1002618,37134,40322,55469,0.1326,0.666,0
SM_101124,Instagram,carousel,Education,fr,Brazil,2024-04-29 00:00:00,#ai #viral #news #music #tech,1031778,57321,1662,98301,0.1524,-0.785,0
SM_101125,TikTok,image,Entertainment,en,Pakistan,2024-01-06 00:00:00,#funny #trending #tech,3715712,265408,27547,83974,0.1014,0.688,1
SM_101126,YouTube Shorts,video,Technology,hi,Pakistan,2024-08-02 00:00:00,#trending #viral #music #funny,456291,50699,6014,4553,0.1343,0.803,0
